filename,Sale Price,TermRemaining,TracksIncluded,Fees,NumberOfBids,NumberOfBiddersForIDBefore2783,HighestBidLowestBid,HasLastTransaction,Income_Type_STREAMING MECHANICAL,Income_Type_STREAMINGP ERFORMANCE,Income_Type_STREAMINGS YNCHRONIZATION,Income_Type_MECHANICAL,Income_Type_PERFORMANCE,Income_Type_OTHER,Income_Type_SOUNDRECORDING,Income_Type_SYNCHRONIZATION,Income_Type_DOWNLOAD MECHANICAL,Income_Type_PRINT,Income_Type_DOWNLOAD PERFORMANCE,Income_Type_MECHANICAL PERFORMANCE,Income_Type_PROFIT PARTICIPATION,Income_Type_RADIO,Last12Months,EarningsSinceStart,3YearAverage,DollarAge,CopyrightsIncluded_Yes,Type_xroyaltyType_MusicalCompositionSoundRecording,Type_xroyaltyType_SoundRecording,Rights_Public_Performance,Rights_Sync,Distributor_universal,Distributor_bmi,Distributor_ascap,Distributor_sony,Distributor_warner,Source_cd_sales,Source tv_film,Source_ satellite_radio,Source_internet_streaming
4340.json,35000.0,life_of_rights,2293,,5,,16550.0,1,,,,,5897.68,,,,,,,,,,5897.68,62410.66,7398.43,6.24,1,0,0,1,0,0,0,1,0,0,0,1,1,1
4342.json,14000.0,life_of_rights,1,,20,,9000.0,0,,,,,1220.33,,,,,,,,,,1220.33,23326.45,1052.51,8.87,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4353.json,31700.0,30_year,16,,20,,21500.0,0,,,,,8529.92,,,,,,,,,,8529.92,44977.92,4686.09,6.08,1,0,0,1,0,0,0,1,0,0,0,1,1,1
4355.json,540000.0,life_of_rights,8,,17,,225000.0,0,25646.91,,,12942.14,15740.12,2550.93,,8660.51,3333.82,,,,,,68874.43,391338.08,74900.18,4.48,1,0,0,1,1,0,0,0,0,0,1,1,1,1
4356.json,87500.0,life_of_rights,17,,21,,90000.0,0,6914.33,,,589.74,6792.62,193.82,,15694.54,293.15,,,,,,30478.2,58477.1,14388.75,2.15,1,0,0,1,1,0,0,0,0,0,1,1,1,1
4358.json,11957.61,life_of_rights,13,,27,,9457.61,1,409.86,63.7,,14.53,,0.45,,337.45,,8.07,,,,,834.06,3792.54,580.97,14.06,1,0,0,1,1,0,0,0,1,0,1,1,1,1
4359.json,85000.0,life_of_rights,3,,8,,9000.0,0,,,,,,,12037.86,,,,,,,,12037.86,106175.66,18753.42,4.07,1,0,1,0,1,0,0,0,0,1,1,1,1,1
4367.json,23000.0,partial_30_year,39,,16,,12000.0,1,,,,,2314.29,,,,,,,,,,2314.29,24860.15,2959.41,21.01,1,0,0,1,0,0,0,1,0,0,0,1,1,1
4368.json,28000.0,30_year,4,,15,,13000.0,0,,,,,2931.18,,,,,,,,,,2931.18,60570.4,3399.17,17.22,1,0,0,1,0,0,0,1,0,0,0,1,1,1
4370.json,90000.0,life_of_rights,12,,4,,23500.0,0,,,,,14706.44,,,,,,,,,,14706.44,70337.96,16875.27,3.16,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4372.json,10900.0,partial_10_year,146,,20,,8000.0,1,,,,,5935.76,,,,,,,,,,5935.77,34678.17,4640.66,14.12,1,0,0,1,0,0,0,1,0,0,0,1,1,1
4382.json,24000.0,10_year,92,,27,,17000.0,0,,,,,3860.23,,,,,,,,,,3860.23,57801.28,4516.67,10.54,1,0,0,1,0,0,0,1,0,0,0,1,1,1
4383.json,70000.0,life_of_rights,109,,4,,12000.0,0,,,,3450.66,7922.54,68.37,,,,,,,,,11441.57,94187.11,12158.74,8.2,1,0,0,1,0,0,0,0,0,0,1,1,1,1
4387.json,45000.0,partial_30_year,4,,5,,26800.0,1,,,,,2472.22,,,,,,,,,,2472.22,61453.52,3433.41,17.47,1,0,0,1,0,0,0,1,0,0,0,1,1,1
4391.json,21000.0,30_year,14,,5,,13000.0,0,,,,,3750.57,,,,,,,,,,3750.57,7945.87,,2.54,1,0,0,1,0,0,0,1,0,0,0,1,1,1
4392.json,9989.0,life_of_rights,50,,14,,3989.0,1,,,,,1145.26,,,,,,,,,,1145.26,4901.79,1375.67,3.77,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4393.json,214500.0,life_of_rights,11,,56,,188000.0,1,,,,,28404.68,,,,,,,,,,28404.68,104078.42,16557.65,5.56,1,0,0,1,0,0,0,1,0,0,0,1,1,1
4396.json,14300.0,life_of_rights,5,,8,,7000.0,0,,,,1042.94,479.66,,,,,,,,,,1522.6,2282.67,,7.82,1,0,0,1,1,0,0,0,0,0,1,1,1,1
4397.json,22000.0,life_of_rights,4,,1,,0.0,0,,,,2059.24,1637.0,,,,,,,,,,3696.24,22766.44,7588.81,3.78,1,0,0,1,1,0,0,0,0,0,1,1,1,1
4398.json,11500.0,life_of_rights,5,,1,,0.0,0,,,,,1829.56,,,,,,,,,,1829.56,8418.4,2620.22,3.79,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4401.json,40000.0,life_of_rights,33,,14,,22500.0,1,,,,,4619.3,,,,,,,,,,4619.3,34039.64,4751.5,6.04,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4402.json,8995.0,life_of_rights,10,,72,,10249.0,1,,,,,595.04,,,,,,,,,,595.06,6254.7,728.66,4.71,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4404.json,50000.0,life_of_rights,96,,13,,44000.0,1,,,,,4885.14,,,,,,,,,,4885.14,76823.94,5286.31,6.57,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4405.json,245000.0,life_of_rights,64,,12,,90000.0,0,,,,,27974.45,,,,,,,,,,27974.45,201256.26,24582.76,26.0,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4406.json,20000.0,life_of_rights,10,,9,,7600.0,0,,,,,3119.71,,,,,,,,,,3119.71,8890.7,2963.57,3.61,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4407.json,25000.0,life_of_rights,7,,1,,0.0,0,,,,,,,4572.32,,,,,,,,4572.32,23640.66,7880.22,4.97,1,0,1,0,1,0,0,0,0,0,1,1,1,1
4409.json,8400.0,life_of_rights,1,,75,,10766.0,1,,,,,780.54,,,,,,,,,,796.27,11923.73,842.98,9.95,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4410.json,23500.0,30_year,3,,4,,4000.0,0,,,,,3074.96,,,,,,,,,,3074.96,12357.82,2661.02,7.06,1,0,0,1,0,0,0,1,0,0,0,1,1,1
4413.json,46000.0,life_of_rights,34,,73,,45000.0,0,,,,,8143.97,,,,,,,,,,8143.97,30786.76,6842.09,3.93,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4414.json,32000.0,life_of_rights,34,,32,,30000.0,0,,,,,5114.03,,,,,,,,,,5114.03,7811.31,,4.48,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4415.json,97000.0,life_of_rights,137,,34,,45000.0,0,,,,1096.78,12652.82,134.25,,,,,,,,,13883.85,67203.95,17134.24,5.93,1,0,0,1,0,0,0,0,0,0,0,1,1,1
4420.json,44000.0,10_year,120,,33,,44400.0,0,4202.29,859.72,,802.03,929.72,17.42,,1305.27,,,,,,,8116.45,53190.87,9405.52,5.4,1,0,0,1,1,0,0,0,1,0,1,1,1,1
4422.json,52265.0,life_of_rights,9,,21,,53999.0,1,,,,,6958.69,,,,,,,,,,6958.69,33943.18,8225.98,4.23,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4423.json,32000.0,partial_30_year,14,,24,,20000.0,1,,,,,4030.55,,,,,,,,,,4030.55,21488.33,4210.47,5.81,1,0,0,1,0,0,0,1,0,0,0,1,1,1
4424.json,18800.0,30_year,10,,2,,7200.0,0,,,,,4216.83,,,,,,,,,,4216.83,12126.76,4012.35,2.58,1,0,0,1,0,0,0,1,0,0,0,1,1,1
4428.json,27888.0,partial_30_year,3,,1,,0.0,1,,,,,3074.96,,,,,,,,,,3074.96,12357.82,2661.02,7.06,1,0,0,1,0,0,0,1,0,0,0,1,1,1
4429.json,4500.0,partial_10_year,77,,41,,11700.0,1,,,,,1288.75,,,,,,,,,,1288.75,45728.65,1844.86,17.43,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4430.json,11400.0,life_of_rights,54,,10,,6000.0,0,,,,,1370.84,,,,,,,,,,1370.84,12511.91,1389.42,9.59,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4433.json,44500.0,partial_10_year,1,,11,,30000.0,1,,,,,6340.78,,,,,,,,,,6340.78,33034.37,5769.28,6.25,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4434.json,33000.0,life_of_rights,10,,9,,22000.0,1,,,,,3475.51,,,,,,,,,,3475.51,11548.68,3273.33,4.75,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4435.json,38500.0,life_of_rights,2293,,36,,54340.0,1,,,,,3825.99,,,,,,,,,,3825.99,65191.63,5846.34,6.93,1,0,0,1,0,0,0,1,0,0,0,1,1,1
4446.json,72100.0,30_year,3,,18,,29257.0,0,,,,,11692.76,,,,,,,,,,11692.76,61753.39,20584.46,3.22,1,0,0,1,0,0,0,1,0,0,0,1,1,1
4447.json,10000.0,life_of_rights,54,,62,,8200.0,1,,,,,767.68,,,,,,,,,,767.68,15684.87,1287.92,11.8,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4449.json,25700.0,life_of_rights,34,,40,,30000.0,1,,,,,2725.61,,,,,,,,,,2725.61,19921.47,2824.46,8.04,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4458.json,5500.0,partial_10_year,1,,30,,5900.0,1,,,,899.66,478.91,239.71,,,,,,,,,1618.28,23372.59,1566.66,8.09,1,0,0,1,1,0,0,0,0,0,1,1,1,1
4459.json,8221.31,life_of_rights,12,,1,,0.0,1,,,,,1644.87,,,,,,,,,,1644.87,11555.45,1675.1,6.27,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4460.json,17000.0,30_year,81,,13,,9150.0,0,,,,,1505.74,,,,,,,,,,1505.74,16053.2,1390.74,12.0,1,0,0,1,0,0,0,1,0,0,0,1,1,1
4462.json,74000.0,life_of_rights,40,,10,,17500.0,0,,,,7916.48,6428.04,3.87,,,,,,,,,14348.39,25738.02,,2.78,1,0,0,1,1,0,0,0,0,0,1,1,1,1
4463.json,26250.0,10_year,6,,44,,33500.0,0,,,,,5104.7,,,,,,,,,,5104.7,14839.38,4937.52,3.04,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4465.json,215000.0,life_of_rights,320,,34,,140000.0,0,,,,,26147.64,,,,,,,,,,26147.64,345889.61,37313.87,23.28,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4466.json,105000.0,life_of_rights,3,,8,,50000.0,1,,,,,,,12037.86,,,,,,,,12037.86,106175.66,18753.42,4.32,1,0,1,0,1,0,0,0,0,1,1,1,1,1
4468.json,75000.0,life_of_rights,70,,6,,45000.0,0,,,,,5879.97,,,,,,,,,,5879.97,68133.86,6002.33,52.43,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4469.json,86088.0,partial_30_year,3,,15,,13100.0,1,,,,,11670.59,,,,,,,,,,11670.59,63200.87,21066.96,3.23,1,0,0,1,0,0,0,1,0,0,0,1,1,1
4470.json,14000.0,life_of_rights,12,,8,,5000.0,1,,,,,1644.87,,,,,,,,,,1644.87,11555.45,1675.1,6.27,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4471.json,38000.0,life_of_rights,1,,8,,27000.0,0,2989.0,177.11,,,255.42,92.52,,60.58,32.52,,,,,,3607.14,16147.01,2901.26,9.12,1,0,0,1,1,1,0,0,0,0,1,1,1,1
4472.json,15500.0,partial_10_year,69,,5,,1000.0,1,,,,,3980.8,,,,,,,,,,3980.8,132407.74,3801.59,11.64,1,0,0,1,0,0,0,1,0,0,0,1,1,1
4473.json,27500.0,10_year,45,,1,,0.0,0,,,,,4247.73,,,,,,,,,,4247.73,10770.97,,22.69,1,0,0,1,0,0,0,0,0,0,0,1,1,1
4475.json,55000.0,life_of_rights,4,,22,,70000.0,0,,,,,10719.43,,,,,,,,,,10719.43,50780.44,16926.81,3.11,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4476.json,50100.0,fixed_return,79,,31,,13150.0,0,,,,,,,17174.79,,,,,,,,17174.79,41907.61,13969.2,8.24,1,0,1,0,0,0,0,0,0,0,0,0,0,1
4477.json,51000.0,fixed_return,22,,11,,8600.0,0,,,,,,,15450.28,,,,,,,,15450.28,75823.78,16422.93,6.4,1,0,1,0,0,0,0,0,0,0,0,0,0,1
4478.json,45000.0,life_of_rights,88,,1,,0.0,0,2242.47,959.62,,,639.92,261.94,,5264.0,582.91,,,,,,9950.85,44310.73,9434.38,6.62,1,0,0,1,1,0,0,0,0,0,1,1,1,1
4479.json,99000.0,life_of_rights,2,,9,,30230.0,0,,,,,,,10779.02,,,,,,,,10779.02,87703.02,13497.48,5.12,1,0,1,0,1,0,0,0,0,0,1,1,1,1
4482.json,45000.0,30_year,24,,22,,25500.0,0,,,,,4128.67,,,,,,,,,,4128.67,48428.73,4806.06,9.87,1,0,0,1,0,0,0,1,0,0,0,1,1,1
4483.json,42000.0,life_of_rights,42,,9,,22000.0,0,,,,,11425.29,,,,,,,,,,11425.29,29239.71,6017.36,2.48,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4484.json,72000.0,life_of_rights,24,,56,,84000.0,0,,,,,14590.37,,,,,,,,,,14590.37,37227.43,11001.47,3.31,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4485.json,21800.0,life_of_rights,12,,2,,2800.0,1,,,,,1867.86,,,,,,,,,,1867.86,11852.14,1639.02,6.27,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4487.json,66000.0,life_of_rights,1,,10,,25000.0,0,,,,,12467.92,,,,,,,,,,12467.92,31532.49,,3.09,1,0,0,1,0,0,0,1,0,0,0,1,1,1
4488.json,7450.0,10_year,1,,48,,5000.0,0,,,,,1201.04,,,,,,,,,,1201.04,8236.67,1071.78,10.75,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4490.json,60500.0,life_of_rights,10,,38,,32500.0,0,,,,6385.11,2878.49,-0.02,,,,,,,,,9263.58,27175.45,9058.48,3.82,1,0,0,1,1,0,0,0,0,0,1,1,1,1
4491.json,10800.0,10_year,1,,10,,2000.0,0,,,,,2119.83,,,,,,,,,,2119.84,8047.77,1633.26,18.37,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4494.json,17250.0,life_of_rights,21,,30,,9250.0,0,,,,,1687.55,,,,,,,,,,1687.55,10283.24,1389.16,19.84,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4497.json,11000.0,10_year,127,,17,,10900.0,0,,,,,2590.86,,,,,,,,,,2590.86,16735.62,1770.88,4.91,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4498.json,85000.0,partial_10_year,1,,29,,45612.0,1,,,,,,12240.24,,,,,,,,,12240.24,72086.81,12043.78,34.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4499.json,13250.0,10_year,148,,15,,6000.0,0,,,,,2637.17,,,,,,,,,,2637.17,14182.67,2290.38,19.2,1,0,0,1,0,0,0,1,0,0,0,1,1,1
4500.json,27000.0,life_of_rights,12,,9,,13000.0,0,172.36,,,120.94,2295.32,26.05,,91.92,267.27,,,,,,2973.85,14439.58,3134.84,4.58,1,0,0,1,1,0,0,0,0,0,1,1,1,1
4501.json,730000.0,life_of_rights,67,,29,,949999.0,0,,,,,90630.45,,,,,,,,,,90630.45,562410.23,93416.5,5.34,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4502.json,18500.0,life_of_rights,52,,87,,99999.0,1,,,,,1551.74,,,,,,,,,,1553.94,19009.32,1979.4,12.32,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4504.json,12393.16,life_of_rights,55,,9,,8893.16,1,,,,,703.62,,,,,,,,,,703.62,31145.77,1258.34,8.84,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4505.json,41000.0,life_of_rights,5,,11,,24000.0,0,,,,,9760.0,,,,,,,,,,9760.0,16097.05,5365.68,2.29,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4508.json,115580.0,life_of_rights,3,,39,,115999.0,1,4250.45,1926.84,2511.4,,879.84,324.74,,233.79,,,,,,,10127.06,50898.14,9574.62,16.76,1,0,0,1,1,0,0,0,1,0,1,1,1,1
4512.json,15000.0,life_of_rights,12,,4,,2500.0,1,,,,,1867.86,,,,,,,,,,1867.86,11852.14,1639.02,6.52,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4514.json,35750.0,life_of_rights,131,,15,,12000.0,1,,,,,,,3393.53,,,,,,,,3393.53,13561.29,3138.26,8.19,1,0,1,0,1,0,0,0,0,0,1,1,1,1
4515.json,72501.0,30_year,66,,16,,75000.0,0,,,,,9721.15,,,,,,,,,,9721.15,94330.66,11324.95,7.43,1,0,0,1,0,0,0,1,0,0,0,1,1,1
4518.json,17612.0,life_of_rights,26,,24,,8000.0,0,,,,1290.92,1946.63,13.65,,,,,,,,,3251.2,9202.76,2904.53,3.94,1,0,0,1,1,0,0,0,0,0,1,1,1,1
4521.json,12065.22,partial_10_year,64,,3,,5065.219999999999,1,,,,,1712.73,,,,,,,,,,1712.73,7160.95,1320.48,3.99,1,0,0,1,0,0,0,1,0,0,0,1,1,1
4523.json,87950.0,life_of_rights,24,,14,,57950.0,1,,,,,12424.02,,,,,,,,,,12424.02,60696.85,12686.6,5.31,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4525.json,8500.0,life_of_rights,13,,17,,10300.0,0,,,,,1574.06,,,,,,,,,,1574.06,2152.51,717.5,1.51,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4526.json,67500.0,life_of_rights,171,,26,,42000.0,0,,,,,4996.13,,,,,,,,,,4996.13,131579.53,5545.93,25.96,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4530.json,14200.0,partial_10_year,1,,13,,14100.0,1,,,,,2228.91,,,,,,,,,,2228.91,10465.58,1512.01,12.0,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4535.json,320000.0,life_of_rights,6,,15,,319999.0,1,19589.24,4872.67,8766.37,483.99,1647.66,214.08,,,,,,,,,35574.01,349451.06,22052.07,15.02,1,0,0,1,1,0,0,0,1,0,1,1,1,1
4537.json,80000.0,30_year,9,,33,,39000.0,0,,,,,14807.28,,,,,,,,,,14807.28,69711.15,14976.46,3.54,1,0,0,1,0,0,0,1,0,0,0,1,1,1
4539.json,33000.0,10_year,10,,10,,6589.0,0,,,,,7680.68,,,,,,,,,,7680.68,132032.48,19288.36,4.4,1,0,0,1,0,0,0,1,0,0,0,1,1,1
4540.json,23588.24,life_of_rights,2,,35,,17000.0,0,,,,1503.36,2820.74,12.03,,,,,,,,,4336.13,6269.1,,1.33,1,0,0,1,1,0,0,0,0,0,1,1,1,1
4543.json,7250.0,10_year,14,,20,,5000.0,0,,,,1138.85,430.63,3.19,,,,,,,,,1572.67,4560.04,1421.77,3.03,1,0,0,1,1,0,0,0,0,0,1,1,1,1
4544.json,17000.0,10_year,2,,7,,6000.0,0,,,,,5518.98,,,,,,,,,,5518.98,14202.68,,1.76,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4545.json,80500.0,10_year,14,,20,,35250.0,0,,,,,25561.97,,,,,,,,,,25561.97,63956.49,21111.56,2.85,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4547.json,26115.0,10_year,23,,7,,7815.0,0,,,,,5704.67,,,,,,,,,,5704.67,34352.95,8555.29,4.23,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4555.json,5000.0,partial_10_year,29,,35,,5500.0,1,,,,,1429.51,,,,,,,,,,1429.51,25450.2,1111.33,13.13,1,0,0,1,0,0,0,1,0,0,0,1,1,1
4556.json,10000.0,life_of_rights,2,,32,,17999.0,1,,,,634.39,456.94,53.43,,,,,,,,,1144.76,8719.0,2906.33,3.32,1,0,0,1,1,0,0,0,0,0,1,1,1,1
4557.json,8000.0,life_of_rights,13,,10,,7800.0,1,,,,,1077.21,,,,,,,,,,1077.21,2555.28,845.11,1.97,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4558.json,27200.0,life_of_rights,13,,6,,8000.0,0,,,,1096.61,2617.87,2.74,,,,,,,,,3717.22,8570.52,,5.75,1,0,0,1,0,0,0,0,0,0,1,1,1,1
4560.json,105000.0,life_of_rights,73,,61,,95000.0,0,,,,,6447.89,,,,,,,,,,6447.9,45257.54,6700.88,28.39,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4561.json,6425.0,life_of_rights,1,,43,,5800.0,1,,,,,465.59,,,,,,,,,,465.59,6582.44,561.23,10.0,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4562.json,101000.0,life_of_rights,1,,34,,89000.0,0,,,,,31795.77,,,,,,,,,,31795.77,31795.77,,1.36,1,0,0,1,0,0,0,1,0,0,0,1,1,1
4566.json,11300.0,10_year,3,,14,,4174.0,0,,,,,2030.98,,,,,,,,,,2030.98,12940.7,1662.0,23.76,1,0,0,1,0,0,0,1,0,0,0,1,1,1
4567.json,22750.0,life_of_rights,71,,12,,8000.0,0,,,,,6405.64,,,,,,,,,,6405.64,16810.84,4767.42,3.38,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4568.json,8000.0,life_of_rights,1,,21,,4000.0,0,,,,,1443.72,,,,,,,,,,1443.72,3358.93,,2.45,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4569.json,10500.0,life_of_rights,2,,14,,5000.0,0,,,,297.91,2008.01,11.46,,,,,,,,,2317.38,4090.05,,2.45,1,0,0,1,1,0,0,0,0,0,1,1,1,1
4570.json,430500.0,life_of_rights,56,,34,,454999.0,0,,,,,,,38767.38,,,,,,,,38767.38,203009.34,32950.81,7.78,1,0,1,0,1,0,0,0,0,0,1,1,1,1
4572.json,250000.0,life_of_rights,6,,77,,198000.0,0,38133.48,8500.24,,806.08,394.08,7.21,,1.47,,,,,,,47842.56,169831.24,41637.32,3.97,1,0,0,1,1,0,0,0,0,0,1,1,1,1
4574.json,11000.0,life_of_rights,39,,9,,5500.0,0,,,,,2034.74,,,,,,,,,,2034.74,7376.05,1746.73,2.72,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4576.json,72500.0,life_of_rights,2,,48,,55000.0,0,,,,21772.14,11571.03,,,,,,,,,,33343.17,53333.54,,2.51,1,0,0,1,1,0,0,0,0,0,1,1,1,1
4580.json,1795000.0,life_of_rights,1,,75,,2098999.0,0,,,,,,114252.97,,,,,,,,,114252.97,1354001.6,114714.54,140.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4581.json,28500.0,10_year,530,,55,,32000.0,0,,,,,8145.96,,,,,,,,,,8145.96,34372.69,6138.48,5.75,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4582.json,10500.0,life_of_rights,1,,40,,7000.0,0,,,,,982.46,,,,,,,,,,982.46,5968.9,882.84,16.5,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4584.json,850000.0,life_of_rights,67,,4,,1249980.0,1,,,,,105450.84,,,,,,,,,,105450.84,686123.1,102070.38,7.21,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4586.json,60000.0,30_year,80,,49,,35000.0,0,,,,,6304.33,,,,,,,,,,6304.33,60244.04,6335.41,6.4,1,0,0,1,0,0,0,1,0,0,0,1,1,1
4589.json,200000.0,life_of_rights,8,,14,,145000.0,0,,,,,,,50771.92,,,,,,,,50771.92,50771.92,,1.15,1,0,1,0,1,0,0,0,0,1,1,1,1,1
4590.json,7075.0,life_of_rights,12,,31,,5000.0,0,,,,,796.31,,,,,,,,,,796.31,8891.62,1213.96,4.88,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4591.json,6750.0,life_of_rights,41,,6,,1200.0,0,,,,,1037.95,,,,,,,,,,1037.95,5342.5,909.61,4.34,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4593.json,16000.0,life_of_rights,97,,8,,3500.0,0,,,,1389.43,1384.81,2.78,,,,,,,,,2777.02,8514.95,2577.43,3.97,1,0,0,1,1,0,0,0,0,0,1,1,1,1
4594.json,17500.0,life_of_rights,2,,39,,18850.0,1,,,,1254.28,705.41,166.91,,,,,,,,,2126.6,8653.96,2293.76,4.45,1,0,0,1,1,0,0,0,0,0,1,1,1,1
4595.json,95420.0,30_year,16,,61,,49000.0,0,,,,,9836.0,,,,,,,,,,9836.0,66278.49,8808.82,18.69,1,0,0,1,0,0,0,1,0,0,0,1,1,1
4599.json,110000.0,life_of_rights,73,,49,,110000.0,1,,,,,7760.92,,,,,,,,,,7760.92,53018.47,6892.34,29.1,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4600.json,390000.0,life_of_rights,1,,40,,370000.0,0,,,,,,33352.35,,,,,,,,,33352.35,134933.97,34499.49,45.06,1,0,1,0,1,0,0,0,0,0,1,1,1,1
4602.json,29500.0,life_of_rights,7,,33,,10000.0,1,,,,,,,3888.81,,,,,,,,3888.81,25626.43,5959.63,5.71,1,0,1,0,1,0,0,0,0,0,1,1,1,1
4604.json,26500.0,life_of_rights,9,,15,,20000.0,1,,,,,2933.51,,,,,,,,,,2933.51,46894.57,2124.81,6.04,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4605.json,2800.0,partial_10_year,16,,49,,2799.0,1,,,,,238.52,,,,,,,,,,238.53,3604.56,305.29,10.69,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4608.json,38000.0,life_of_rights,56,,26,,21500.0,0,,,,,7443.77,,,,,,,,,,7443.77,19268.9,6094.73,2.42,1,0,0,1,0,0,0,0,0,0,0,1,1,1
4609.json,27000.0,life_of_rights,131,,12,,17000.0,0,,,,,5150.01,,,,,,,,,,5150.01,15502.1,4464.36,2.83,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4610.json,10929.49,life_of_rights,41,,8,,8929.49,1,,,,,1037.95,,,,,,,,,,1037.95,5342.5,909.61,4.34,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4613.json,8600.0,life_of_rights,7,,48,,11000.0,0,,,,,785.89,,,,,,,,,,785.89,12913.1,771.4,4.16,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4614.json,22282.61,life_of_rights,12,,3,,17282.61,1,,,,,1867.86,,,,,,,,,,1867.86,11852.14,1639.02,6.52,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4615.json,37000.0,life_of_rights,1,,16,,11000.0,0,,,,,7645.19,,,,,,,,,,7645.19,22031.26,,2.75,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4616.json,60000.0,life_of_rights,1,,11,,45000.0,0,,,,,,20156.33,,,,,,,,,20156.33,93214.33,19026.86,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4617.json,8000.0,life_of_rights,41,,10,,6600.0,1,,,,,1001.18,,,,,,,,,,1001.18,5602.68,919.31,4.41,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4618.json,14000.0,30_year,9,,5,,5000.0,0,,,,,3729.89,,,,,,,,,,3729.89,8175.69,2685.53,3.24,1,0,0,1,0,0,0,1,0,0,0,1,1,1
4619.json,30000.0,30_year,48,,15,,20000.0,0,,,,,4077.98,,,,,,,,,,4077.98,25874.13,3440.83,9.41,1,0,0,1,0,0,0,1,0,0,0,1,1,1
4620.json,32000.0,life_of_rights,62,,11,,16000.0,1,1431.64,525.82,,464.51,,148.86,,,,147.0,,,,331.65,3049.48,84713.62,3329.88,12.23,1,0,0,1,1,0,0,0,0,0,1,1,1,1
4621.json,3840.64,10_year,7,,5,,1200.0,0,,,,,1262.42,,,,,,,,,,1262.42,3287.17,711.23,11.78,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4626.json,11000.0,30_year,17,,39,,5800.0,0,,,,,1067.84,,,,,,,,,,1067.84,9763.0,867.59,14.56,1,0,0,1,0,0,0,1,0,0,0,1,1,1
