filename,Sale Price,TermRemaining,TracksIncluded,Fees,NumberOfBids,NumberOfBiddersForIDBefore2783,HighestBidLowestBid,HasLastTransaction,Income_Type_STREAMING MECHANICAL,Income_Type_STREAMINGP ERFORMANCE,Income_Type_STREAMINGS YNCHRONIZATION,Income_Type_MECHANICAL,Income_Type_PERFORMANCE,Income_Type_OTHER,Income_Type_SOUNDRECORDING,Income_Type_SYNCHRONIZATION,Income_Type_DOWNLOAD MECHANICAL,Income_Type_PRINT,Income_Type_DOWNLOAD PERFORMANCE,Income_Type_MECHANICAL PERFORMANCE,Income_Type_PROFIT PARTICIPATION,Income_Type_RADIO,Last12Months,EarningsSinceStart,3YearAverage,DollarAge,CopyrightsIncluded_Yes,Type_xroyaltyType_MusicalCompositionSoundRecording,Type_xroyaltyType_SoundRecording,Rights_Public_Performance,Rights_Sync,Distributor_universal,Distributor_bmi,Distributor_ascap,Distributor_sony,Distributor_warner,Source_cd_sales,Source tv_film,Source_ satellite_radio,Source_internet_streaming
901.json,106200.0,Life of author + 70 years,,$500 ‡,7,1,19200.0,1,,,,,,,,,,,,,,,,,,9.0,1,0,0,1,1,1,1,0,0,0,1,1,1,1
902.json,24000.0,10 years*,,$500 ‡,14,1,9000.0,1,,,,,,,,,,,,,,,6182.0,,,9.75,1,0,0,1,0,0,0,1,0,0,0,1,1,1
903.json,15200.0,10 years*,,$500 ‡,33,1,8700.0,1,,,,,,,,,,,,,,,2920.0,,,62.0,1,0,0,0,1,0,0,0,0,0,1,1,0,1
904.json,10200.0,10 years*,,$500 ‡,19,1,3200.0,1,,,,,,,,,,,,,,,2059.0,,,8.4,1,0,0,1,0,0,1,0,0,0,0,1,1,1
905.json,16700.0,10 years*,,$500 ‡,14,1,5700.0,1,,,,,,,,,,,,,,,3350.0,,,6.01,1,0,0,1,0,0,1,0,0,0,0,1,1,1
906.json,162000.0,Life of author + 70 years,,$500 ‡,28,1,70000.0,1,,,,,,,,,,,,,,,23081.0,,,4.75,1,0,0,1,0,0,1,0,0,0,0,1,1,1
907.json,71000.0,Life of author + 70 years,,$500 ‡,1,1,0.0,1,,,,,,,,,,,,,,,21168.0,,,2.39,1,0,0,1,0,0,1,0,0,0,0,1,1,1
908.json,59700.0,Life of author + 70 years,,$500 ‡,5,1,7700.0,1,,,,,,,,,,,,,,,11755.0,,,16.73,1,0,0,1,0,0,0,0,0,0,0,1,1,1
909.json,40000.0,Life of author + 70 years,,$500 ‡,35,1,20000.0,1,,,,,,,,,,,,,,,5005.0,,,8.32,1,0,0,1,0,0,0,1,0,0,0,1,1,1
910.json,221500.0,At Least 35 Years (See Note Below),,$500 ‡,39,1,117500.0,1,,,,,,,,,,,,,,,27321.0,,,2.94,1,0,0,1,1,0,0,0,0,0,1,1,1,1
911.json,30600.0,10 years*,,$500 ‡,23,1,15600.0,1,,,,,,,,,,,,,,,5797.0,,,9.78,1,0,0,1,0,0,0,1,0,0,0,1,1,1
912.json,9500.0,10 years*,,$500 ‡,30,1,6000.0,1,,,,,,,,,,,,,,,2741.0,,,1.16,1,0,0,1,0,0,1,0,0,0,0,1,1,1
913.json,214500.0,10 years*,,$500 ‡,4,1,19500.0,1,,,,,,,,,,,,,,,64630.0,,,4.99,1,0,0,1,0,0,0,1,0,0,0,1,1,1
914.json,50300.0,10 years*,,$500 ‡,20,1,24300.0,1,,,,,,,,,,,,,,,8698.0,,,11.42,1,0,0,1,1,1,0,0,0,0,1,1,1,1
915.json,8350.0,"SEPTEMBER 25, 2028*",,$500 ‡,23,1,4350.0,1,,,,,,,,,,,,,,,1514.0,,,2.97,1,0,0,1,1,0,0,0,0,0,1,1,1,1
916.json,51500.0,Life of author + 70 years,,$500 ‡,9,1,6500.0,1,,,,,,,,,,,,,,,13752.0,,,2.26,1,0,0,1,0,0,1,0,0,0,0,1,1,1
917.json,37000.0,10 years*,,$500 ‡,14,1,12000.0,1,,,,,,,,,,,,,,,10811.0,,,2.35,1,0,0,1,0,0,0,1,0,0,0,1,1,1
918.json,13400.0,10 years*,,$500 ‡,11,1,4400.0,1,,,,,,,,,,,,,,,3939.0,,,2.04,1,0,0,1,0,0,1,0,0,0,0,1,1,1
920.json,36400.0,10 years*,,$500 ‡,2,1,1400.0,1,,,,,,,,,,,,,,,14811.0,,,1.92,1,0,0,1,0,0,1,0,0,0,0,1,1,1
921.json,35600.0,10 years*,,$500 ‡,27,1,14400.0,1,,,,,,,,,,,,,,,6170.0,,,3.69,1,0,0,1,0,0,0,0,0,0,0,1,1,1
922.json,107000.0,10 years*,,$500 ‡,1,1,0.0,1,,,,,,,,,,,,,,,43219.0,,,3.0,1,0,0,1,1,0,0,0,0,0,1,1,1,1
923.json,35500.0,10 years*,,$500 ‡,14,1,10400.0,1,,,,,,,,,,,,,,,8711.0,,,5.49,1,0,0,1,0,0,0,1,0,0,0,1,1,1
924.json,330000.0,10 years*,,$500 ‡,4,1,20000.0,1,,,,,,,,,,,,,,,104089.0,,,2.13,1,0,0,1,1,0,0,0,0,0,1,1,1,1
925.json,190000.0,Life of author + 70 years,,$500 ‡,1,1,0.0,1,,,,,,,,,,,,,,,44514.0,,,3.15,1,0,0,1,0,0,0,1,0,0,0,1,1,1
926.json,8450.0,10 years*,,$500 ‡,23,1,3750.0,1,,,,,,,,,,,,,,,1455.0,,,4.44,1,0,0,1,0,0,0,1,0,0,0,1,1,1
927.json,62300.0,10 years*,,$500 ‡,2,1,2300.0,1,,,,,,,,,,,,,,,22938.0,,,4.35,1,0,0,1,0,0,1,0,0,0,0,1,1,1
928.json,203000.0,10 years*,,1% of closing price or $500 (whichever is greater) ‡,3,1,8000.0,1,,,,,,,,,,,,,,,40401.0,,,12.55,1,0,0,1,1,0,0,0,0,0,1,1,1,1
930.json,27200.0,10 years*,,$500 ‡,33,1,13200.0,1,,,,,,,,,,,,,,,4399.0,,,7.45,1,0,0,1,0,0,0,1,0,0,0,1,1,1
931.json,262000.0,10 years*,,$500 ‡,11,1,52000.0,1,,,,,,,,,,,,,,,66251.0,,,5.21,1,0,0,1,0,0,0,1,0,0,0,1,1,1
932.json,353500.0,Life of author + 70 years,,$500 ‡,3,1,16000.0,1,,,,,,,,,,,,,,,81394.0,,,3.57,1,0,0,1,1,0,0,0,0,0,1,1,1,1
933.json,97000.0,At Least 26 Years (See Note Below),,$500 ‡,31,1,45000.0,1,,,,,,,,,,,,,,,10235.0,,,6.0,1,0,0,1,1,0,0,0,0,0,1,1,1,1
934.json,44800.0,At Least 8 Years (See Note Below),,$500 ‡,8,1,4800.0,1,,,,,,,,,,,,,,,8134.0,,,26.0,1,0,0,1,1,0,0,0,0,0,1,1,1,1
935.json,125300.0,Life of author + 70 years,,$500 ‡,15,1,53300.0,1,,,,,,,,,,,,,,,30144.0,,,1.9,1,0,0,1,0,0,1,0,0,0,0,1,1,1
936.json,47100.0,10 years*,,$500 ‡,6,1,9100.0,1,,,,,,,,,,,,,,,13419.0,,,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
937.json,38300.0,10 years*,,$500 ‡,20,1,13300.0,1,,,,,,,,,,,,,,,7057.0,,,12.19,1,0,0,1,0,0,0,1,0,0,0,1,1,1
940.json,318900.0,Life of author + 70 years,,$500 ‡,13,1,68900.0,1,,,,,,,,,,,,,,,53094.0,,,28.0,1,0,0,1,0,0,0,1,0,0,0,1,1,1
941.json,27300.0,10 years*,,$500 ‡,16,1,7800.0,1,,,,,,,,,,,,,,,5826.0,,,3.46,1,0,0,1,0,0,0,1,0,0,0,1,1,1
942.json,28700.0,10 years*,,$500 ‡,5,1,7700.0,1,,,,,,,,,,,,,,,6924.0,,,16.0,1,0,0,1,0,0,0,0,0,0,0,1,1,1
943.json,32100.0,Life of author + 70 years,,$500 ‡,24,1,17600.0,1,,,,,,,,,,,,,,,8370.0,,,2.74,1,0,0,1,1,1,0,0,0,0,1,1,1,1
944.json,222500.0,Life of author + 70 years,,$500 ‡,16,1,67500.0,1,,,,,,,,,,,,,,,46554.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
946.json,18700.0,10 years*,,$500 ‡,2,1,700.0,1,,,,,,,,,,,,,,,7170.0,,,2.48,1,0,0,1,0,0,1,0,0,0,0,1,1,1
947.json,28900.0,Life of author + 70 years,,$500 ‡,26,1,10000.0,1,,,,,,,,,,,,,,,3786.0,,,10.0,1,0,0,1,1,0,0,0,0,0,1,1,1,1
948.json,26550.0,Life of author + 70 years,,$500 ‡,32,1,15050.0,1,,,,,,,,,,,,,,,3578.0,,,5.0,1,0,0,1,0,0,0,0,0,0,0,1,1,1
949.json,16050.0,Life of author + 70 years,,$500 ‡,29,1,6750.0,1,,,,,,,,,,,,,,,2503.0,,,2.89,1,0,0,1,0,0,1,0,0,0,0,1,1,1
952.json,12500.0,10 years*,,$500 ‡,22,1,6500.0,1,,,,,,,,,,,,,,,2393.0,,,5.62,1,0,0,1,1,0,0,0,0,0,1,1,1,1
954.json,9400.0,10 years*,,$500 ‡,19,1,3400.0,1,,,,,,,,,,,,,,,2035.0,,,5.54,1,0,0,1,0,0,1,0,0,0,0,1,1,1
955.json,43600.0,Life of author + 70 years,,$500 ‡,19,1,13600.0,1,,,,,,,,,,,,,,,7838.0,,,4.58,1,0,0,1,0,0,1,0,0,0,0,1,1,1
956.json,70800.0,10 years*,,$500 ‡,13,1,23800.0,1,,,,,,,,,,,,,,,13995.0,,,29.79,1,0,0,1,0,0,0,0,0,0,0,1,1,1
957.json,168000.0,Life of author + 70 years,,$500 ‡,3,1,13000.0,1,,,,,,,,,,,,,,,66903.0,,,2.14,1,0,0,1,0,0,1,0,0,0,0,1,1,1
958.json,163000.0,10 years*,,$500 ‡,1,1,0.0,1,,,,,,,,,,,,,,,69627.0,,,1.42,1,0,0,1,0,0,0,0,0,0,0,1,1,1
959.json,19150.0,10 years*,,$500 ‡,13,1,7150.0,1,,,,,,,,,,,,,,,6488.0,,,1.75,1,0,0,1,0,0,0,1,0,0,0,1,1,1
961.json,39800.0,Life of author + 70 years,,$500 ‡,4,1,4800.0,1,,,,,,,,,,,,,,,15787.0,,,2.7,1,0,0,1,0,0,0,0,0,0,0,1,1,1
962.json,240000.0,10 years*,,$500 ‡,5,1,40000.0,1,,,,,,,,,,,,,,,107557.0,,,1.73,1,0,0,1,0,0,0,1,0,0,0,1,1,1
964.json,36200.0,Life of author + 70 years,,$500 ‡,66,1,20700.0,1,,,,,,,,,,,,,,,3133.0,,,6.34,1,0,0,1,0,0,1,0,0,0,0,1,1,1
965.json,27200.0,At Least 25 Years (See Note Below),,$500 ‡,8,1,5200.0,1,,,,,,,,,,,,,,,3764.0,,,9.58,1,0,0,1,0,0,1,0,0,0,0,1,1,1
966.json,54500.0,Life of author + 70 years,,$500 ‡,15,1,19500.0,1,,,,,,,,,,,,,,,14799.0,,,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
968.json,240000.0,Life of author + 70 years,,$500 ‡,1,1,0.0,1,,,,,,,,,,,,,,,123203.0,,,2.5,1,0,0,1,1,0,0,0,0,0,1,1,1,1
969.json,79200.0,Life of author + 70 years,,$500 ‡,49,1,47200.0,1,,,,,,,,,,,,,,,8320.0,,,4.33,1,0,0,1,0,0,1,0,0,0,0,1,1,1
970.json,363000.0,Life of author + 70 years,,$500 ‡,2,1,13000.0,1,,,,,,,,,,,,,,,132559.0,,,3.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
971.json,33500.0,10 years*,,$500 ‡,3,1,3000.0,1,,,,,,,,,,,,,,,14520.0,,,2.2,1,0,0,1,0,0,0,0,0,0,0,1,1,1
974.json,112250.0,10 years*,,$500 ‡,8,1,18000.0,1,,,,,,,,,,,,,,,31873.0,,,3.73,1,0,0,1,0,0,1,0,0,0,0,1,1,1
975.json,102000.0,10 years*,,$500 ‡,6,1,15000.0,1,,,,,,,,,,,,,,,29564.0,,,3.04,1,0,0,1,0,0,1,1,0,0,0,1,1,1
976.json,64000.0,Life of author + 70 years,,$500 ‡,11,1,24000.0,1,,,,,,,,,,,,,,,38451.0,,,1.29,1,0,0,1,1,0,0,1,0,0,1,1,1,1
977.json,30500.0,Life of author + 70 years,,$500 ‡,32,1,17500.0,1,,,,,,,,,,,,,,,5861.0,,,1.92,1,0,0,1,0,0,1,0,0,0,0,1,1,1
978.json,119100.0,68 Years (See Note Below),,1% of closing price or $500 (whichever is greater) ‡,46,1,57600.0,1,,,,,,,,,,,,,,,9035.0,,,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
979.json,20000.0,Life of author + 70 years,,1% of closing price or $500 (whichever is greater) ‡,26,1,10000.0,1,,,,,,,,,,,,,,,2793.0,,,14.67,1,0,0,1,0,0,1,0,0,0,0,1,1,1
980.json,493500.0,Life of author + 70 years,,1% of closing price or $500 (whichever is greater) ‡,42,1,193500.0,1,,,,,,,,,,,,,,,47088.0,,,29.88,1,0,0,1,0,0,0,1,0,0,0,1,1,1
981.json,120000.0,10 years*,,1% of closing price or $500 (whichever is greater) ‡,15,1,30000.0,1,,,,,,,,,,,,,,,27964.0,,,8.65,1,0,0,1,0,0,1,0,0,0,0,1,1,1
982.json,16400.0,10 years*,,1% of closing price or $500 (whichever is greater) ‡,19,1,6900.0,1,,,,,,,,,,,,,,,2979.0,,,6.78,1,0,0,1,0,0,0,1,0,0,0,1,1,1
983.json,26000.0,10 years*,,1% of closing price or $500 (whichever is greater) ‡,6,1,4000.0,1,,,,,,,,,,,,,,,8343.0,,,4.47,1,0,0,1,0,0,1,0,0,0,0,1,1,1
984.json,31250.0,Life of author + 70 years,,1% of closing price or $500 (whichever is greater) ‡,27,1,12250.0,1,,,,,,,,,,,,,,,3344.0,,,19.7,1,0,0,1,1,0,0,0,0,0,1,1,1,1
985.json,20400.0,10 years*,,1% of closing price or $500 (whichever is greater) ‡,14,1,6400.0,1,,,,,,,,,,,,,,,4413.0,,,3.31,1,0,0,1,0,0,0,1,0,0,0,1,1,1
987.json,25100.0,Life of author + 70 years,,1% of closing price or $500 (whichever is greater) ‡,24,1,11100.0,1,,,,,,,,,,,,,,,3636.0,,,13.71,1,0,0,1,0,0,1,0,0,0,0,1,1,1
989.json,11200.0,10 years*,,1% of closing price or $500 (whichever is greater) ‡,12,1,4000.0,1,,,,,,,,,,,,,,,1988.0,,,15.63,1,0,0,1,0,0,0,1,0,0,0,1,1,1
990.json,150000.0,10 years*,,1% of closing price or $500 (whichever is greater) ‡,1,1,0.0,1,,,,,,,,,,,,,,,43828.0,,,3.98,1,0,0,1,0,0,1,0,0,0,0,1,1,1
991.json,26500.0,Life of author + 70 years,,1% of closing price or $500 (whichever is greater) ‡,17,1,8500.0,1,,,,,,,,,,,,,,,5748.0,,,2.03,1,0,0,1,1,1,0,0,0,0,1,1,1,1
992.json,40000.0,10 years**,,1% of closing price or $500 (whichever is greater) ‡,9,1,10000.0,1,,,,,,,,,,,,,,,,,,1.88,1,0,0,1,1,0,0,0,0,0,0,1,1,1
993.json,8500.0,10 years*,,1% of closing price or $500 (whichever is greater) ‡,7,1,1500.0,1,,,,,,,,,,,,,,,2860.0,,,3.17,1,0,0,1,0,0,1,0,0,0,0,1,1,1
994.json,34750.0,Life of author + 70 years,,1% of closing price or $500 (whichever is greater) ‡,16,1,11250.0,1,,,,,,,,,,,,,,,7282.0,,,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
995.json,16450.0,10 years*,,1% of closing price or $500 (whichever is greater) ‡,28,1,9450.0,1,,,,,,,,,,,,,,,3448.0,,,2.27,1,0,0,1,0,0,0,1,0,0,0,1,1,1
996.json,40500.0,Life of author + 70 years,,1% of closing price or $500 (whichever is greater) ‡,10,1,13500.0,1,,,,,,,,,,,,,,,15745.0,,,1.56,1,0,0,1,0,0,1,0,0,0,0,1,1,1
997.json,61100.0,Life of author + 70 years,,1% of closing price or $500 (whichever is greater) ‡,1,1,0.0,1,,,,,,,,,,,,,,,25229.0,,,5.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
998.json,47000.0,Life of author + 70 years,,1% of closing price or $500 (whichever is greater) ‡,47,1,28000.0,1,,,,,,,,,,,,,,,4752.0,,,9.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001.json,16250.0,Life of author + 70 years,,1% of closing price or $500 (whichever is greater) ‡,41,1,12250.0,1,,,,,,,,,,,,,,,,,,1.06,1,0,0,1,0,0,1,0,0,0,0,1,1,1
1002.json,275000.0,Life of author + 70 years,,1% of closing price or $500 (whichever is greater) ‡,3,1,60000.0,1,,,,,,,,,,,,,,,77260.0,,,2.78,1,0,0,1,0,0,1,0,0,0,0,1,1,1
1003.json,20900.0,10 years*,,1% of closing price or $500 (whichever is greater) ‡,15,1,10400.0,1,,,,,,,,,,,,,,,7914.0,,,1.7,1,0,0,1,0,0,0,1,0,0,0,1,1,1
1004.json,21000.0,Life of author + 70 years,,1% of closing price or $500 (whichever is greater) ‡,12,1,5000.0,1,,,,,,,,,,,,,,,5368.0,,,2.58,1,0,0,1,0,0,1,0,0,0,0,1,1,1
1005.json,299000.0,Life of author + 70 years,,1% of closing price or $500 (whichever is greater) ‡,7,1,57000.0,1,,,,,,,,,,,,,,,96101.0,,,2.49,1,0,0,1,0,0,1,0,0,0,0,1,1,1
1007.json,85000.0,Life of author + 70 years,,1% of closing price or $500 (whichever is greater ‡,2,1,2000.0,1,,,,,,,,,,,,,,,18884.0,,,2.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1008.json,90000.0,10 years*,,1% of closing price or $500 (whichever is greater) ‡,18,1,30000.0,1,,,,,,,,,,,,,,,19208.0,,,6.06,1,0,0,1,0,0,0,1,0,0,0,1,1,1
1009.json,13400.0,Life of author + 70 years,,1% of closing price or $500 (whichever is greater) ‡,48,1,8400.0,1,,,,,,,,,,,,,,,1548.0,,,6.85,1,0,0,1,0,0,1,0,0,0,0,1,1,1
1010.json,11650.0,10 years*,,1% of closing price or $500 (whichever is greater) ‡,61,1,9150.0,1,,,,,,,,,,,,,,,1349.0,,,1.93,1,0,0,1,0,0,1,1,0,0,0,1,1,1
1011.json,75600.0,30 years*,,1% of closing price or $500 (whichever is greater) ‡,36,1,30600.0,1,,,,,,,,,,,,,,,8629.0,,,16.01,1,0,0,1,0,0,0,1,0,0,0,1,1,1
1012.json,11800.0,Life of author + 70 years,,1% of closing price or $500 (whichever is greater) ‡,16,1,4800.0,1,,,,,,,,,,,,,,,1939.0,,,2.89,1,0,0,1,0,0,1,0,0,0,0,1,1,1
1013.json,46500.0,30 years*,,1% of closing price or $500 (whichever is greater) ‡,19,1,16500.0,1,,,,,,,,,,,,,,,7524.0,,,5.43,1,0,0,1,0,0,0,1,0,0,0,1,1,1
1014.json,336000.0,Life of author + 70 years,,1% of closing price or $500 (whichever is greater) ‡,13,1,96000.0,1,,,,,,,,,,,,,,,81518.0,,,2.66,1,0,0,1,1,0,0,0,0,0,1,1,1,1
1015.json,6200.0,10 years*,,1% of closing price or $500 (whichever is greater) ‡,14,1,2700.0,1,,,,,,,,,,,,,,,1197.0,,,6.73,1,0,0,1,0,0,1,0,0,0,0,1,1,1
1016.json,13600.0,10 years*,,1% of closing price or $500 (whichever is greater) ‡,10,1,3600.0,1,,,,,,,,,,,,,,,4285.0,,,2.47,1,0,0,1,0,0,1,0,0,0,0,1,1,1
1017.json,64500.0,Life of author + 70 years,,1% of closing price or $500 (whichever is greater) ‡,13,1,17000.0,1,,,,,,,,,,,,,,,8583.0,,,9.14,1,0,0,1,0,0,1,0,0,0,0,1,1,1
1018.json,14000.0,Life of author + 70 years,,1% of closing price or $500 (whichever is greater) ‡,54,1,9000.0,1,,,,,,,,,,,,,,,1523.0,,,7.83,1,0,0,1,0,0,1,0,0,0,0,1,1,1
1020.json,20000.0,Life of author + 70 years,,1% of closing price or $500 (whichever is greater) ‡,20,1,7000.0,1,,,,,,,,,,,,,,,3747.0,,,3.01,1,0,0,1,0,0,1,0,0,0,0,1,1,1
1021.json,115250.0,Life of author + 70 years,,1% of closing price or $500 (whichever is greater) ‡,10,1,20250.0,1,,,,,,,,,,,,,,,22489.0,,,6.51,1,0,0,1,0,0,0,1,0,0,0,1,1,1
1022.json,265000.0,Life of author + 70 years,,1% of closing price or $500 (whichever is greater) ‡,5,1,28000.0,1,,,,,,,,,,,,,,,70912.0,,,2.25,1,0,0,1,1,0,0,0,0,0,1,1,1,1
1029.json,51000.0,30 years*,,1% of closing price or $500 (whichever is greater) ‡,13,1,11000.0,1,,,,,,,,,,,,,,,10093.0,,,6.45,1,0,0,1,0,0,0,1,0,0,0,1,1,1
1030.json,33250.0,10 years*,,1% of closing price or $500 (whichever is greater) ‡,1,1,0.0,1,,,,,,,,,,,,,,,9548.0,,,2.54,1,0,0,1,0,0,0,1,0,0,0,1,1,1
1031.json,71500.0,At Least 26 Years (See Note Below),,1% of closing price or $500 (whichever is greater) ‡,19,1,25500.0,1,,,,,,,,,,,,,,,15299.0,,,5.89,1,0,0,1,1,0,0,0,0,0,1,1,1,1
1032.json,10300.0,30 years*,,1% of closing price or $500 (whichever is greater) ‡,9,1,3200.0,1,,,,,,,,,,,,,,,1983.0,,,4.8,1,0,0,1,0,0,0,1,0,0,0,1,1,1
1033.json,6750.0,30 years*,,1% of closing price or $500 (whichever is greater) ‡,27,1,3250.0,1,,,,,,,,,,,,,,,1132.0,,,2.54,1,0,0,1,0,0,0,1,0,0,0,1,1,1
1034.json,150500.0,Life of author + 70 years,,1% of closing price or $500 (whichever is greater) ‡,21,1,57000.0,1,,,,,,,,,,,,,,,16834.0,,,9.5,1,0,0,1,1,1,0,0,0,0,1,1,1,1
1035.json,24250.0,Life of author + 70 years,,1% of closing price or $500 (whichever is greater) ‡,33,1,13750.0,1,,,,,,,,,,,,,,,2060.0,,,13.38,1,0,0,1,0,0,1,0,0,0,0,1,1,1
1036.json,75000.0,Life of author + 70 years,,1% of closing price or $500 (whichever is greater) ‡,1,1,0.0,1,,,,,,,,,,,,,,,26385.0,,,1.84,1,0,0,1,0,0,1,0,0,0,0,1,1,1
1040.json,23500.0,30 years*,,1% of closing price or $500 (whichever is greater) ‡,20,1,8500.0,1,,,,,,,,,,,,,,,4907.0,,,4.44,1,0,0,1,0,0,0,1,0,0,0,1,1,1
1042.json,59000.0,10 years*,,1% of closing price or $500 (whichever is greater) ‡,8,1,14000.0,1,,,,,,,,,,,,,,,19826.0,,,3.54,1,0,0,1,1,0,0,0,0,0,1,1,1,1
1044.json,14450.0,Life of author + 70 years,,1% of closing price or $500 (whichever is greater) ‡,48,1,9450.0,1,,,,,,,,,,,,,,,1273.0,,,7.9,1,0,0,1,0,0,1,0,0,0,0,1,1,1
1046.json,35700.0,Life of author + 70 years,,1% of closing price or $500 (whichever is greater) ‡,7,1,5700.0,1,,,,,,,,,,,,,,,9324.0,,,4.25,1,0,0,1,0,0,1,0,0,0,0,1,1,1
1048.json,6600.0,9.8 years* (Ends 2/26/2030),,1% of closing price or $500 (whichever is greater) ‡,26,1,3600.0,1,,,,,,,,,,,,,,,1499.0,,,2.02,1,0,0,1,0,0,1,1,0,0,0,1,1,1
1050.json,207500.0,Life of author + 70 years,,1% of closing price or $500 (whichever is greater) ‡,8,1,45500.0,1,,,,,,,,,,,,,,,67800.0,,,1.99,1,0,0,1,1,0,0,0,0,0,1,1,1,1
1051.json,123000.0,Life of author + 70 years,,1% of closing price or $500 (whichever is greater) ‡,14,1,36000.0,1,,,,,,,,,,,,,,,31051.0,,,2.61,1,0,0,1,0,0,0,0,0,0,0,1,1,1
1052.json,50300.0,Life of author + 70 years,,1% of closing price or $500 (whichever is greater) ‡,19,1,15300.0,1,,,,,,,,,,,,,,,8931.0,,,3.78,1,0,0,1,0,0,1,0,0,0,0,1,1,1
1053.json,898000.0,30 years*,,1% of closing price or $500 (whichever is greater) ‡§,12,1,140000.0,1,,,,,,,,,,,,,,,105180.0,,,11.17,1,0,1,0,1,0,0,0,0,1,1,1,1,1
1054.json,25000.0,10 years*,,1% of closing price or $500 (whichever is greater) ‡§,1,1,0.0,1,,,,,,,,,,,,,,,9535.0,,,2.42,1,0,0,1,0,0,1,0,0,0,0,1,1,1
1055.json,27500.0,Life of author + 70 years,,1% of closing price or $500 (whichever is greater) ‡§,35,1,8750.0,1,,,,,,,,,,,,,,,2595.0,,,12.88,1,0,1,0,1,0,0,0,0,0,1,1,1,1
1056.json,705500.0,30 years*,,1% of closing price or $500 (whichever is greater) ‡§,16,1,110500.0,1,,,,,,,,,,,,,,,83030.0,,,16.56,1,0,1,0,1,0,0,0,0,0,1,1,1,1
1057.json,24950.0,Life of author + 70 years,,1% of closing price or $500 (whichever is greater) ‡§,36,1,14700.0,1,,,,,,,,,,,,,,,3414.0,,,2.65,1,0,0,1,0,0,1,0,0,0,0,1,1,1
1058.json,137200.0,Life of author + 70 years,,1% of closing price or $500 (whichever is greater) ‡§,37,1,67200.0,1,,,,,,,,,,,,,,,12277.0,,,20.8,1,0,0,1,1,1,0,0,0,0,1,1,1,1
1059.json,207500.0,Life of author + 70 years,,1% of closing price or $500 (whichever is greater) ‡§,23,1,87500.0,1,,,,,,,,,,,,,,,26736.0,,,8.73,1,0,0,1,0,0,1,0,0,0,0,1,1,1
1060.json,36050.0,Life of author + 70 years,,1% of closing price or $500 (whichever is greater) ‡§,20,1,11050.0,1,,,,,,,,,,,,,,,6436.0,,,4.22,1,0,0,1,0,0,1,0,0,0,0,1,1,1
1061.json,563000.0,Fixed Return Amount (See Below),,1% of closing price or $500 (whichever is greater) ‡§,3,1,13000.0,1,,,,,,,,,,,,,,,125409.0,,,11.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1062.json,94750.0,10 years*,,1% of closing price or $500 (whichever is greater) ‡§,11,1,24750.0,1,,,,,,,,,,,,,,,23021.0,,,3.62,1,0,0,1,0,0,1,0,0,0,0,1,1,1
1063.json,224500.0,Life of author + 70 years,,1% of closing price or $500 (whichever is greater) ‡§,9,1,24500.0,1,,,,,,,,,,,,,,,33457.0,,,17.84,1,0,0,1,1,0,0,0,0,0,1,1,1,1
1064.json,29500.0,At Least 12 Years (See Note Below),,1% of closing price or $500 (whichever is greater) ‡§,12,1,4000.0,1,,,,,,,,,,,,,,,3775.0,,,22.86,1,0,0,1,0,0,1,0,0,0,0,1,1,1
1065.json,66000.0,Life of author + 70 years,,1% of closing price or $500 (whichever is greater) ‡§,23,1,26000.0,1,,,,,,,,,,,,,,,13161.0,,,2.78,1,0,0,1,1,0,0,0,0,0,1,1,1,1
1066.json,432000.0,Life of author + 70 years,,1% of closing price or $500 (whichever is greater) ‡§,96,1,232000.0,1,,,,,,,,,,,,,,,203053.0,,,1.95,1,0,0,1,1,0,0,0,0,0,1,1,1,1
1067.json,75500.0,Life of author + 70 years,,1% of closing price or $500 (whichever is greater) ‡§,20,1,28500.0,1,,,,,,,,,,,,,,,14857.0,,,4.81,1,0,0,1,0,0,1,0,0,0,0,1,1,1
1068.json,65000.0,10 years*,,1% of closing price or $500 (whichever is greater) ‡§,12,1,20000.0,1,,,,,,,,,,,,,,,22504.0,,,2.93,1,0,0,1,1,0,0,0,0,0,1,1,1,1
1069.json,12100.0,Life of author + 70 years,,1% of closing price or $500 (whichever is greater) ‡§,53,1,5400.0,1,,,,,,,,,,,,,,,1685.0,,,6.49,1,0,0,1,0,0,1,0,0,0,0,1,1,1
1070.json,54000.0,Life of author + 70 years,,1% of closing price or $500 (whichever is greater) ‡§,68,1,28000.0,1,,,,,,,,,,,,,,,7817.0,,,5.9,1,0,0,1,0,0,1,0,0,0,0,1,1,1
1071.json,112500.0,Life of author + 70 years,,1% of closing price or $500 (whichever is greater) ‡§,8,1,17500.0,1,,,,,,,,,,,,,,,48457.0,,,1.57,1,0,0,1,0,0,1,0,0,0,0,1,1,1
